Date,Channel,Viewership,Content Type,Anchor,Packaging,Storytelling Style,Language,Audience Age,Ad Frequency,YouTube Likes,YT Comments,Screen Clutter (UI of the news screen)
2017-05-28,Zee News,3.8,Crime,Anchor B,Breaking News,Emotional,Informal,35-50,8,332,61,0.2350002192295482
2017-05-29,Aaj Tak,5.1,Entertainment,Anchor D,Detailed Analysis,Narrative,Informal,18-25,13,126,64,0.1896888662878992
2017-05-30,Zee News,2.7,Politics,Anchor A,Panel Discussion,Statistical,Simple,25-40,8,164,80,0.3677835378479642
2017-05-31,Aaj Tak,4.2,Business,Anchor D,Detailed Analysis,Emotional,Formal,18-25,7,259,33,0.3314738930036974
2017-06-01,Zee News,5.3,Sports,Anchor D,Special Segment,Statistical,Simple,25-40,6,456,58,0.4401172956355185
2017-06-02,Aaj Tak,4.3,Politics,Anchor E,Breaking News,Emotional,Informal,35-50,6,359,63,0.1050608600663412
2017-06-03,Zee News,3.8,Crime,Anchor A,Special Segment,Emotional,Informal,25-40,11,190,86,0.4861894924952311
2017-06-04,Aaj Tak,3.3,Sports,Anchor D,Special Segment,Analytical,Complex,35-50,8,144,55,0.4526524736011088
2017-06-05,Zee News,3.2,Crime,Anchor E,Special Segment,Emotional,Simple,50+,10,193,82,0.1848479400718956
2017-06-06,Aaj Tak,4.9,Entertainment,Anchor C,Detailed Analysis,Narrative,Formal,18-25,8,468,72,0.295431138739515
2017-06-07,Zee News,4.4,Politics,Anchor C,Panel Discussion,Statistical,Formal,18-25,15,479,89,0.1347755330517664
2017-06-08,Aaj Tak,3.8,Politics,Anchor A,Panel Discussion,Statistical,Simple,25-40,15,459,89,0.2678079283846635
2017-06-09,Zee News,3.8,Entertainment,Anchor A,Panel Discussion,Analytical,Complex,35-50,7,210,63,0.1408841106079394
2017-06-10,Aaj Tak,3.6,Entertainment,Anchor C,Detailed Analysis,Narrative,Informal,18-25,11,140,90,0.2172713125628371
2017-06-11,Zee News,4.4,Entertainment,Anchor E,Panel Discussion,Narrative,Simple,25-40,9,140,49,0.4465934667021078
2017-06-12,Aaj Tak,3.6,Crime,Anchor C,Panel Discussion,Emotional,Complex,25-40,15,236,29,0.3436524022667953
2017-06-13,Zee News,3.0,Business,Anchor B,Special Segment,Analytical,Complex,25-40,15,266,27,0.1916192287856417
2017-06-14,Aaj Tak,2.6,Entertainment,Anchor D,Detailed Analysis,Narrative,Formal,35-50,8,435,83,0.2582527604242657
2017-06-15,Zee News,5.2,Crime,Anchor B,Detailed Analysis,Statistical,Formal,35-50,14,319,94,0.2597602020561589
2017-06-16,Aaj Tak,3.2,Business,Anchor E,Special Segment,Narrative,Simple,18-25,7,421,40,0.4168317457451856
2017-06-17,Zee News,3.8,Politics,Anchor D,Special Segment,Analytical,Complex,18-25,15,469,34,0.3726841476106299
2017-06-18,Aaj Tak,4.1,Entertainment,Anchor C,Breaking News,Emotional,Informal,25-40,12,101,53,0.4887552395480458
2017-06-19,Zee News,4.8,Sports,Anchor A,Detailed Analysis,Statistical,Formal,35-50,7,376,87,0.4673973977582809
2017-06-20,Aaj Tak,4.3,Crime,Anchor A,Breaking News,Emotional,Complex,25-40,5,223,92,0.4787797781191977
2017-06-21,Zee News,2.8,Crime,Anchor A,Panel Discussion,Statistical,Informal,25-40,9,370,97,0.2692551760803547
2017-06-22,Aaj Tak,3.1,Sports,Anchor B,Detailed Analysis,Analytical,Complex,50+,13,331,35,0.1991622454664031
2017-06-23,Zee News,2.7,Politics,Anchor E,Panel Discussion,Statistical,Simple,18-25,15,130,49,0.126960131244123
2017-06-24,Aaj Tak,2.6,Entertainment,Anchor A,Panel Discussion,Emotional,Informal,25-40,13,167,93,0.3304846598883599
2017-06-25,Zee News,3.2,Crime,Anchor D,Panel Discussion,Narrative,Simple,50+,10,316,72,0.28680986721467
2017-06-26,Aaj Tak,4.7,Politics,Anchor A,Special Segment,Emotional,Simple,25-40,8,197,88,0.2794454191332527
2017-06-27,Zee News,3.8,Entertainment,Anchor D,Panel Discussion,Narrative,Informal,18-25,5,433,89,0.4344110340319808
2017-06-28,Aaj Tak,5.4,Business,Anchor B,Special Segment,Analytical,Informal,25-40,11,130,41,0.2515892475907664
2017-06-29,Zee News,5.5,Entertainment,Anchor D,Detailed Analysis,Analytical,Informal,25-40,8,251,47,0.4874837459876635
2017-06-30,Aaj Tak,4.2,Sports,Anchor A,Detailed Analysis,Narrative,Simple,50+,13,371,40,0.1227518318914738
2017-07-01,Zee News,4.0,Business,Anchor A,Breaking News,Statistical,Informal,18-25,14,226,94,0.3378076614133765
2017-07-02,Aaj Tak,4.4,Crime,Anchor E,Detailed Analysis,Emotional,Formal,35-50,8,235,70,0.1523513128509825
2017-07-03,Zee News,4.4,Crime,Anchor C,Breaking News,Narrative,Informal,18-25,6,375,47,0.3023538776195061
2017-07-04,Aaj Tak,2.9,Entertainment,Anchor A,Panel Discussion,Emotional,Complex,25-40,12,378,58,0.34467110629038
2017-07-05,Zee News,5.5,Sports,Anchor A,Detailed Analysis,Narrative,Formal,35-50,6,154,90,0.1621791639099962
2017-07-06,Aaj Tak,3.3,Business,Anchor C,Panel Discussion,Emotional,Informal,35-50,5,147,74,0.4317392357488877
2017-07-07,Zee News,2.6,Entertainment,Anchor B,Detailed Analysis,Statistical,Informal,50+,13,104,34,0.1300975440295068
2017-07-08,Aaj Tak,5.1,Business,Anchor E,Breaking News,Emotional,Formal,50+,7,121,59,0.2458606061309024
2017-07-09,Zee News,5.3,Politics,Anchor C,Panel Discussion,Statistical,Simple,35-50,13,308,99,0.3997910444574157
2017-07-10,Aaj Tak,5.3,Business,Anchor B,Panel Discussion,Analytical,Simple,25-40,10,500,72,0.4208940555748556
2017-07-11,Zee News,5.1,Business,Anchor C,Panel Discussion,Narrative,Informal,18-25,12,213,45,0.4266346422387715
2017-07-12,Aaj Tak,3.9,Entertainment,Anchor B,Panel Discussion,Narrative,Formal,50+,10,242,28,0.4867556416193445
2017-07-13,Zee News,3.3,Sports,Anchor D,Detailed Analysis,Narrative,Simple,35-50,7,397,53,0.115302878941305
2017-07-14,Aaj Tak,4.3,Entertainment,Anchor C,Special Segment,Narrative,Informal,25-40,9,122,75,0.1006765112874518
2017-07-15,Zee News,5.3,Sports,Anchor B,Detailed Analysis,Analytical,Simple,35-50,14,260,35,0.3879017052055801
2017-07-16,Aaj Tak,3.4,Entertainment,Anchor D,Detailed Analysis,Analytical,Complex,25-40,8,315,68,0.3709271781090931
2017-07-17,Zee News,5.2,Sports,Anchor E,Detailed Analysis,Analytical,Simple,35-50,9,207,75,0.414303530991032
2017-07-18,Aaj Tak,4.3,Entertainment,Anchor D,Special Segment,Analytical,Formal,50+,7,437,30,0.2135145619972109
2017-07-19,Zee News,4.5,Sports,Anchor C,Breaking News,Statistical,Complex,25-40,8,175,23,0.1184854872371033
2017-07-20,Aaj Tak,5.5,Sports,Anchor A,Special Segment,Analytical,Formal,50+,12,304,51,0.1590285380365192
2017-07-21,Zee News,4.6,Politics,Anchor D,Panel Discussion,Statistical,Informal,18-25,13,227,35,0.282584730188069
2017-07-22,Aaj Tak,4.9,Sports,Anchor E,Detailed Analysis,Analytical,Informal,50+,7,480,80,0.2800279028987632
2017-07-23,Zee News,4.8,Entertainment,Anchor E,Special Segment,Statistical,Complex,50+,6,465,56,0.1937974312058541
2017-07-24,Aaj Tak,3.5,Sports,Anchor A,Panel Discussion,Statistical,Formal,50+,7,461,47,0.1256915402855512
2017-07-25,Zee News,3.7,Sports,Anchor D,Special Segment,Narrative,Formal,50+,11,494,94,0.4784248134360402
2017-07-26,Aaj Tak,2.6,Sports,Anchor D,Special Segment,Narrative,Complex,35-50,11,314,88,0.3990062675912204
2017-07-27,Zee News,4.1,Sports,Anchor B,Special Segment,Statistical,Complex,50+,12,114,69,0.2344518174793529
2017-07-28,Aaj Tak,4.5,Crime,Anchor B,Special Segment,Statistical,Simple,50+,14,388,23,0.1335789848648001
2017-07-29,Zee News,3.8,Crime,Anchor B,Breaking News,Emotional,Informal,35-50,8,332,61,0.2350002192295482
2017-07-30,Aaj Tak,5.1,Entertainment,Anchor D,Detailed Analysis,Narrative,Informal,18-25,13,126,64,0.1896888662878992
2017-07-31,Zee News,2.7,Politics,Anchor A,Panel Discussion,Statistical,Simple,25-40,8,164,80,0.3677835378479642
2017-08-01,Aaj Tak,4.2,Business,Anchor D,Detailed Analysis,Emotional,Formal,18-25,7,259,33,0.3314738930036974
2017-08-02,Zee News,5.3,Sports,Anchor D,Special Segment,Statistical,Simple,25-40,6,456,58,0.4401172956355185
2017-08-03,Aaj Tak,4.3,Politics,Anchor E,Breaking News,Emotional,Informal,35-50,6,359,63,0.1050608600663412
2017-08-04,Zee News,3.8,Crime,Anchor A,Special Segment,Emotional,Informal,25-40,11,190,86,0.4861894924952311
2017-08-05,Aaj Tak,3.3,Sports,Anchor D,Special Segment,Analytical,Complex,35-50,8,144,55,0.4526524736011088
2017-08-06,Zee News,3.2,Crime,Anchor E,Special Segment,Emotional,Simple,50+,10,193,82,0.1848479400718956
2017-08-07,Aaj Tak,4.9,Entertainment,Anchor C,Detailed Analysis,Narrative,Formal,18-25,8,468,72,0.295431138739515
2017-08-08,Zee News,4.4,Politics,Anchor C,Panel Discussion,Statistical,Formal,18-25,15,479,89,0.1347755330517664
2017-08-09,Aaj Tak,3.8,Politics,Anchor A,Panel Discussion,Statistical,Simple,25-40,15,459,89,0.2678079283846635
2017-08-10,Zee News,3.8,Entertainment,Anchor A,Panel Discussion,Analytical,Complex,35-50,7,210,63,0.1408841106079394
2017-08-11,Aaj Tak,3.6,Entertainment,Anchor C,Detailed Analysis,Narrative,Informal,18-25,11,140,90,0.2172713125628371
2017-08-12,Zee News,4.4,Entertainment,Anchor E,Panel Discussion,Narrative,Simple,25-40,9,140,49,0.4465934667021078
2017-08-13,Aaj Tak,3.6,Crime,Anchor C,Panel Discussion,Emotional,Complex,25-40,15,236,29,0.3436524022667953
2017-08-14,Zee News,3.0,Business,Anchor B,Special Segment,Analytical,Complex,25-40,15,266,27,0.1916192287856417
2017-08-15,Aaj Tak,2.6,Entertainment,Anchor D,Detailed Analysis,Narrative,Formal,35-50,8,435,83,0.2582527604242657
2017-08-16,Zee News,5.2,Crime,Anchor B,Detailed Analysis,Statistical,Formal,35-50,14,319,94,0.2597602020561589
2017-08-17,Aaj Tak,3.2,Business,Anchor E,Special Segment,Narrative,Simple,18-25,7,421,40,0.4168317457451856
2017-08-18,Zee News,3.8,Politics,Anchor D,Special Segment,Analytical,Complex,18-25,15,469,34,0.3726841476106299
2017-08-19,Aaj Tak,4.1,Entertainment,Anchor C,Breaking News,Emotional,Informal,25-40,12,101,53,0.4887552395480458
2017-08-20,Zee News,4.8,Sports,Anchor A,Detailed Analysis,Statistical,Formal,35-50,7,376,87,0.4673973977582809
2017-08-21,Aaj Tak,4.3,Crime,Anchor A,Breaking News,Emotional,Complex,25-40,5,223,92,0.4787797781191977
2017-08-22,Zee News,2.8,Crime,Anchor A,Panel Discussion,Statistical,Informal,25-40,9,370,97,0.2692551760803547
2017-08-23,Aaj Tak,3.1,Sports,Anchor B,Detailed Analysis,Analytical,Complex,50+,13,331,35,0.1991622454664031
2017-08-24,Zee News,2.7,Politics,Anchor E,Panel Discussion,Statistical,Simple,18-25,15,130,49,0.126960131244123
2017-08-25,Aaj Tak,2.6,Entertainment,Anchor A,Panel Discussion,Emotional,Informal,25-40,13,167,93,0.3304846598883599
2017-08-26,Zee News,3.2,Crime,Anchor D,Panel Discussion,Narrative,Simple,50+,10,316,72,0.28680986721467
2017-08-27,Aaj Tak,4.7,Politics,Anchor A,Special Segment,Emotional,Simple,25-40,8,197,88,0.2794454191332527
2017-08-28,Zee News,3.8,Entertainment,Anchor D,Panel Discussion,Narrative,Informal,18-25,5,433,89,0.4344110340319808
2017-08-29,Aaj Tak,5.4,Business,Anchor B,Special Segment,Analytical,Informal,25-40,11,130,41,0.2515892475907664
2017-08-30,Zee News,5.5,Entertainment,Anchor D,Detailed Analysis,Analytical,Informal,25-40,8,251,47,0.4874837459876635
2017-08-31,Aaj Tak,4.2,Sports,Anchor A,Detailed Analysis,Narrative,Simple,50+,13,371,40,0.1227518318914738
2017-09-01,Zee News,4.0,Business,Anchor A,Breaking News,Statistical,Informal,18-25,14,226,94,0.3378076614133765
2017-09-02,Aaj Tak,4.4,Crime,Anchor E,Detailed Analysis,Emotional,Formal,35-50,8,235,70,0.1523513128509825
2017-09-03,Zee News,4.4,Crime,Anchor C,Breaking News,Narrative,Informal,18-25,6,375,47,0.3023538776195061
2017-09-04,Aaj Tak,2.9,Entertainment,Anchor A,Panel Discussion,Emotional,Complex,25-40,12,378,58,0.34467110629038
2017-09-05,Zee News,5.5,Sports,Anchor A,Detailed Analysis,Narrative,Formal,35-50,6,154,90,0.1621791639099962
2017-09-06,Aaj Tak,3.3,Business,Anchor C,Panel Discussion,Emotional,Informal,35-50,5,147,74,0.4317392357488877
2017-09-07,Zee News,2.6,Entertainment,Anchor B,Detailed Analysis,Statistical,Informal,50+,13,104,34,0.1300975440295068
2017-09-08,Aaj Tak,5.1,Business,Anchor E,Breaking News,Emotional,Formal,50+,7,121,59,0.2458606061309024
2017-09-09,Zee News,5.3,Politics,Anchor C,Panel Discussion,Statistical,Simple,35-50,13,308,99,0.3997910444574157
2017-09-10,Aaj Tak,5.3,Business,Anchor B,Panel Discussion,Analytical,Simple,25-40,10,500,72,0.4208940555748556
2017-09-11,Zee News,5.1,Business,Anchor C,Panel Discussion,Narrative,Informal,18-25,12,213,45,0.4266346422387715
2017-09-12,Aaj Tak,3.9,Entertainment,Anchor B,Panel Discussion,Narrative,Formal,50+,10,242,28,0.4867556416193445
2017-09-13,Zee News,3.3,Sports,Anchor D,Detailed Analysis,Narrative,Simple,35-50,7,397,53,0.115302878941305
2017-09-14,Aaj Tak,4.3,Entertainment,Anchor C,Special Segment,Narrative,Informal,25-40,9,122,75,0.1006765112874518
2017-09-15,Zee News,5.3,Sports,Anchor B,Detailed Analysis,Analytical,Simple,35-50,14,260,35,0.3879017052055801
2017-09-16,Aaj Tak,3.4,Entertainment,Anchor D,Detailed Analysis,Analytical,Complex,25-40,8,315,68,0.3709271781090931
2017-09-17,Zee News,5.2,Sports,Anchor E,Detailed Analysis,Analytical,Simple,35-50,9,207,75,0.414303530991032
2017-09-18,Aaj Tak,4.3,Entertainment,Anchor D,Special Segment,Analytical,Formal,50+,7,437,30,0.2135145619972109
2017-09-19,Zee News,4.5,Sports,Anchor C,Breaking News,Statistical,Complex,25-40,8,175,23,0.1184854872371033
2017-09-20,Aaj Tak,5.5,Sports,Anchor A,Special Segment,Analytical,Formal,50+,12,304,51,0.1590285380365192
2017-09-21,Zee News,4.6,Politics,Anchor D,Panel Discussion,Statistical,Informal,18-25,13,227,35,0.282584730188069
2017-09-22,Aaj Tak,4.9,Sports,Anchor E,Detailed Analysis,Analytical,Informal,50+,7,480,80,0.2800279028987632
2017-09-23,Zee News,4.8,Entertainment,Anchor E,Special Segment,Statistical,Complex,50+,6,465,56,0.1937974312058541
2017-09-24,Aaj Tak,3.5,Sports,Anchor A,Panel Discussion,Statistical,Formal,50+,7,461,47,0.1256915402855512
2017-09-25,Zee News,3.7,Sports,Anchor D,Special Segment,Narrative,Formal,50+,11,494,94,0.4784248134360402
2017-09-26,Aaj Tak,2.6,Sports,Anchor D,Special Segment,Narrative,Complex,35-50,11,314,88,0.3990062675912204
2017-09-27,Zee News,4.1,Sports,Anchor B,Special Segment,Statistical,Complex,50+,12,114,69,0.2344518174793529
2017-09-28,Aaj Tak,4.5,Crime,Anchor B,Special Segment,Statistical,Simple,50+,14,388,23,0.1335789848648001
2017-09-29,Zee News,3.8,Crime,Anchor B,Breaking News,Emotional,Informal,35-50,8,332,61,0.2350002192295482
2017-09-30,Aaj Tak,5.1,Entertainment,Anchor D,Detailed Analysis,Narrative,Informal,18-25,13,126,64,0.1896888662878992
2017-10-01,Zee News,2.7,Politics,Anchor A,Panel Discussion,Statistical,Simple,25-40,8,164,80,0.3677835378479642
2017-10-02,Aaj Tak,4.2,Business,Anchor D,Detailed Analysis,Emotional,Formal,18-25,7,259,33,0.3314738930036974
2017-10-03,Zee News,5.3,Sports,Anchor D,Special Segment,Statistical,Simple,25-40,6,456,58,0.4401172956355185
2017-10-04,Aaj Tak,4.3,Politics,Anchor E,Breaking News,Emotional,Informal,35-50,6,359,63,0.1050608600663412
2017-10-05,Zee News,3.8,Crime,Anchor A,Special Segment,Emotional,Informal,25-40,11,190,86,0.4861894924952311
2017-10-06,Aaj Tak,3.3,Sports,Anchor D,Special Segment,Analytical,Complex,35-50,8,144,55,0.4526524736011088
2017-10-07,Zee News,3.2,Crime,Anchor E,Special Segment,Emotional,Simple,50+,10,193,82,0.1848479400718956
2017-10-08,Aaj Tak,4.9,Entertainment,Anchor C,Detailed Analysis,Narrative,Formal,18-25,8,468,72,0.295431138739515
2017-10-09,Zee News,4.4,Politics,Anchor C,Panel Discussion,Statistical,Formal,18-25,15,479,89,0.1347755330517664
2017-10-10,Aaj Tak,3.8,Politics,Anchor A,Panel Discussion,Statistical,Simple,25-40,15,459,89,0.2678079283846635
2017-10-11,Zee News,3.8,Entertainment,Anchor A,Panel Discussion,Analytical,Complex,35-50,7,210,63,0.1408841106079394
2017-10-12,Aaj Tak,3.6,Entertainment,Anchor C,Detailed Analysis,Narrative,Informal,18-25,11,140,90,0.2172713125628371
2017-10-13,Zee News,4.4,Entertainment,Anchor E,Panel Discussion,Narrative,Simple,25-40,9,140,49,0.4465934667021078
2017-10-14,Aaj Tak,3.6,Crime,Anchor C,Panel Discussion,Emotional,Complex,25-40,15,236,29,0.3436524022667953
2017-10-15,Zee News,3.0,Business,Anchor B,Special Segment,Analytical,Complex,25-40,15,266,27,0.1916192287856417
2017-10-16,Aaj Tak,2.6,Entertainment,Anchor D,Detailed Analysis,Narrative,Formal,35-50,8,435,83,0.2582527604242657
2017-10-17,Zee News,5.2,Crime,Anchor B,Detailed Analysis,Statistical,Formal,35-50,14,319,94,0.2597602020561589
2017-10-18,Aaj Tak,3.2,Business,Anchor E,Special Segment,Narrative,Simple,18-25,7,421,40,0.4168317457451856
2017-10-19,Zee News,3.8,Politics,Anchor D,Special Segment,Analytical,Complex,18-25,15,469,34,0.3726841476106299
2017-10-20,Aaj Tak,4.1,Entertainment,Anchor C,Breaking News,Emotional,Informal,25-40,12,101,53,0.4887552395480458
2017-10-21,Zee News,4.8,Sports,Anchor A,Detailed Analysis,Statistical,Formal,35-50,7,376,87,0.4673973977582809
2017-10-22,Aaj Tak,4.3,Crime,Anchor A,Breaking News,Emotional,Complex,25-40,5,223,92,0.4787797781191977
2017-10-23,Zee News,2.8,Crime,Anchor A,Panel Discussion,Statistical,Informal,25-40,9,370,97,0.2692551760803547
2017-10-24,Aaj Tak,3.1,Sports,Anchor B,Detailed Analysis,Analytical,Complex,50+,13,331,35,0.1991622454664031
2017-10-25,Zee News,2.7,Politics,Anchor E,Panel Discussion,Statistical,Simple,18-25,15,130,49,0.126960131244123
2017-10-26,Aaj Tak,2.6,Entertainment,Anchor A,Panel Discussion,Emotional,Informal,25-40,13,167,93,0.3304846598883599
2017-10-27,Zee News,3.2,Crime,Anchor D,Panel Discussion,Narrative,Simple,50+,10,316,72,0.28680986721467
2017-10-28,Aaj Tak,4.7,Politics,Anchor A,Special Segment,Emotional,Simple,25-40,8,197,88,0.2794454191332527
2017-10-29,Zee News,3.8,Entertainment,Anchor D,Panel Discussion,Narrative,Informal,18-25,5,433,89,0.4344110340319808
2017-10-30,Aaj Tak,5.4,Business,Anchor B,Special Segment,Analytical,Informal,25-40,11,130,41,0.2515892475907664
2017-10-31,Zee News,5.5,Entertainment,Anchor D,Detailed Analysis,Analytical,Informal,25-40,8,251,47,0.4874837459876635
2017-11-01,Aaj Tak,4.2,Sports,Anchor A,Detailed Analysis,Narrative,Simple,50+,13,371,40,0.1227518318914738
2017-11-02,Zee News,4.0,Business,Anchor A,Breaking News,Statistical,Informal,18-25,14,226,94,0.3378076614133765
2017-11-03,Aaj Tak,4.4,Crime,Anchor E,Detailed Analysis,Emotional,Formal,35-50,8,235,70,0.1523513128509825
2017-11-04,Zee News,4.4,Crime,Anchor C,Breaking News,Narrative,Informal,18-25,6,375,47,0.3023538776195061
2017-11-05,Aaj Tak,2.9,Entertainment,Anchor A,Panel Discussion,Emotional,Complex,25-40,12,378,58,0.34467110629038
2017-11-06,Zee News,5.5,Sports,Anchor A,Detailed Analysis,Narrative,Formal,35-50,6,154,90,0.1621791639099962
2017-11-07,Aaj Tak,3.3,Business,Anchor C,Panel Discussion,Emotional,Informal,35-50,5,147,74,0.4317392357488877
2017-11-08,Zee News,2.6,Entertainment,Anchor B,Detailed Analysis,Statistical,Informal,50+,13,104,34,0.1300975440295068
2017-11-09,Aaj Tak,5.1,Business,Anchor E,Breaking News,Emotional,Formal,50+,7,121,59,0.2458606061309024
2017-11-10,Zee News,5.3,Politics,Anchor C,Panel Discussion,Statistical,Simple,35-50,13,308,99,0.3997910444574157
2017-11-11,Aaj Tak,5.3,Business,Anchor B,Panel Discussion,Analytical,Simple,25-40,10,500,72,0.4208940555748556
2017-11-12,Zee News,5.1,Business,Anchor C,Panel Discussion,Narrative,Informal,18-25,12,213,45,0.4266346422387715
2017-11-13,Aaj Tak,3.9,Entertainment,Anchor B,Panel Discussion,Narrative,Formal,50+,10,242,28,0.4867556416193445
2017-11-14,Zee News,3.3,Sports,Anchor D,Detailed Analysis,Narrative,Simple,35-50,7,397,53,0.115302878941305
2017-11-15,Aaj Tak,4.3,Entertainment,Anchor C,Special Segment,Narrative,Informal,25-40,9,122,75,0.1006765112874518
2017-11-16,Zee News,5.3,Sports,Anchor B,Detailed Analysis,Analytical,Simple,35-50,14,260,35,0.3879017052055801
2017-11-17,Aaj Tak,3.4,Entertainment,Anchor D,Detailed Analysis,Analytical,Complex,25-40,8,315,68,0.3709271781090931
2017-11-18,Zee News,5.2,Sports,Anchor E,Detailed Analysis,Analytical,Simple,35-50,9,207,75,0.414303530991032
2017-11-19,Aaj Tak,4.3,Entertainment,Anchor D,Special Segment,Analytical,Formal,50+,7,437,30,0.2135145619972109
2017-11-20,Zee News,4.5,Sports,Anchor C,Breaking News,Statistical,Complex,25-40,8,175,23,0.1184854872371033
2017-11-21,Aaj Tak,5.5,Sports,Anchor A,Special Segment,Analytical,Formal,50+,12,304,51,0.1590285380365192
2017-11-22,Zee News,4.6,Politics,Anchor D,Panel Discussion,Statistical,Informal,18-25,13,227,35,0.282584730188069
2017-11-23,Aaj Tak,4.9,Sports,Anchor E,Detailed Analysis,Analytical,Informal,50+,7,480,80,0.2800279028987632
2017-11-24,Zee News,4.8,Entertainment,Anchor E,Special Segment,Statistical,Complex,50+,6,465,56,0.1937974312058541
2017-11-25,Aaj Tak,3.5,Sports,Anchor A,Panel Discussion,Statistical,Formal,50+,7,461,47,0.1256915402855512
2017-11-26,Zee News,3.7,Sports,Anchor D,Special Segment,Narrative,Formal,50+,11,494,94,0.4784248134360402
2017-11-27,Aaj Tak,2.6,Sports,Anchor D,Special Segment,Narrative,Complex,35-50,11,314,88,0.3990062675912204
2017-11-28,Zee News,4.1,Sports,Anchor B,Special Segment,Statistical,Complex,50+,12,114,69,0.2344518174793529
2017-11-29,Aaj Tak,4.5,Crime,Anchor B,Special Segment,Statistical,Simple,50+,14,388,23,0.1335789848648001
